id,adult,overview,popularity,release_date,title,vote_average,vote_count,character,actor_name,crew_id,name_genres,keyword_name,tags
406,FALSE,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",12.108196,5/31/1995,La Haine,7.9,695,Vinz,Vincent Cassel,2406,Drama,"arabian, boredom, breakdance, capture, gun, hip-hop, neo-nazi, paris, police brutality, police officer, revenge, robbery, skinhead, socially deprived family, suburb, unemployment, violence, xenophobia","Drama, arabian, boredom, breakdance, capture, gun, hip-hop, neo-nazi, paris, police brutality, police officer, revenge, robbery, skinhead, socially deprived family, suburb, unemployment, violence, xenophobia"
407,FALSE,Three friends get caught in a life of major crime.,1.463414,10/15/1998,Short Sharp Shock,6.1,10,Gabriel,Mehmet Kurtulus,5125,"Drama, Thriller","arms deal, drug, ex-boyfriend, ex-girlfriend, foreigner, friendship, german-turkish living together, hamburg germany, hoodlum, immigration, street gang, underworld, violence, wedding","Drama, Thriller, arms deal, drug, ex-boyfriend, ex-girlfriend, foreigner, friendship, german-turkish living together, hamburg germany, hoodlum, immigration, street gang, underworld, violence, wedding"
408,FALSE,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",16.263878,12/20/1937,Snow White and the Seven Dwarfs,6.9,1973,Snow White,Adriana Caselotti,5446,"Animation, Family, Fantasy","appearance, attempted murder, becoming an adult, candlelight vigil, dying and death, poison, princess, queen, sadness, snow white, witch","Animation, Family, Fantasy, appearance, attempted murder, becoming an adult, candlelight vigil, dying and death, poison, princess, queen, sadness, snow white, witch"
409,FALSE,"Beginning in the 1930s, ""The English Patient"" tells the story of Count AlmÃ¡sy who is a Hungarian map maker employed by the Royal Geographical Society to chart the vast expanses of the Sahara Desert along with several other prominent explorers. As World War II unfolds, AlmÃ¡sy enters into a world of love, betrayal, and politics that is later revealed in a series of flashbacks while AlmÃ¡sy is on his death bed after being horribly burned in a plane crash.",15.564161,11/14/1996,The English Patient,7,559,Count LÃ¡szlÃ³ de AlmÃ¡sy,Ralph Fiennes,2239,"Drama, Romance, War","airplane, amnesia, burn, cairo, cave, cave painting, desert scientist, egypt, expedition, hearing, identity, intelligence, landmine, map, mine clearer, mural painting, prisoners of war, royal geographic society, sandstorm, secret love, traitor, world war ii","Drama, Romance, War, airplane, amnesia, burn, cairo, cave, cave painting, desert scientist, egypt, expedition, hearing, identity, intelligence, landmine, map, mine clearer, mural painting, prisoners of war, royal geographic society, sandstorm, secret love, traitor, world war ii"
411,FALSE,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",18.13542,12/7/2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2709,Peter Pevensie,William Moseley,5524,"Adventure, Family, Fantasy","based on novel, battle, beaver, brother sister relationship, cupboard, duringcreditsstinger, fairy-tale figure, fantasy world, lion, narnia, saving the world, self sacrifice, winter, witch","Adventure, Family, Fantasy, based on novel, battle, beaver, brother sister relationship, cupboard, duringcreditsstinger, fairy-tale figure, fantasy world, lion, narnia, saving the world, self sacrifice, winter, witch"
414,FALSE,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",13.321354,6/16/1995,Batman Forever,5.2,1529,Bruce Wayne / Batman,Val Kilmer,5572,"Action, Crime, Fantasy","beretta, broken neck, criminal, dc comics, disfigurement, district attorney, falling down stairs, father figure, gotham city, knocked out, millionaire, partner, psychologist, riddle, robin, rose, super powers, superhero, tied up, tommy gun, violence","Action, Crime, Fantasy, beretta, broken neck, criminal, dc comics, disfigurement, district attorney, falling down stairs, father figure, gotham city, knocked out, millionaire, partner, psychologist, riddle, robin, rose, super powers, superhero, tied up, tommy gun, violence"
415,FALSE,"Along with crime-fighting partner Robin and new recruit Batgirl, Batman battles the dual threat of frosty genius Mr. Freeze and homicidal horticulturalist Poison Ivy. Freeze plans to put Gotham City on ice, while Ivy tries to drive a wedge between the dynamic duo.",17.038824,6/20/1997,Batman & Robin,4.2,1447,Bruce Wayne / Batman,George Clooney,5572,"Action, Crime, Fantasy","credit card, crime fighter, dc comics, double life, dual identity, fictional place, gotham city, super powers, superhero","Action, Crime, Fantasy, credit card, crime fighter, dc comics, double life, dual identity, fictional place, gotham city, super powers, superhero"
421,FALSE,Wes Andersonâ€™s incisive quirky comedy build up stars complex characters like in â€˜The Royal Tenenbaumsâ€™ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,6.936677,12/10/2004,The Life Aquatic with Steve Zissou,7.1,781,Steve Zissou,Bill Murray,5655,"Adventure, Comedy, Drama","cynic, film making, loss of mother, ocean, red cap, ship","Adventure, Comedy, Drama, cynic, film making, loss of mother, ocean, red cap, ship"
422,FALSE,With 8 Â½ Frederico Fellini leaves a self-portrait where dreams and reality are a mix. With help from a most excellent cast and unique scenery this self reflecting film is one of his master works.,6.747516,2/14/1963,8Â½,7.9,427,Guido Anselmi,Marcello Mastroianni,4415,"Drama, Fantasy","adultery, cinecittÃ , creative crisis, depression, difficult childhood, dying and death, existence, extramarital affair, film making, film producer, film setting, individual, kurort, missile, scapegoat, screenplay, spectacle, suicide attempt, sun glasses, unsociability","Drama, Fantasy, adultery, cinecittÃ , creative crisis, depression, difficult childhood, dying and death, existence, extramarital affair, film making, film producer, film setting, individual, kurort, missile, scapegoat, screenplay, spectacle, suicide attempt, sun glasses, unsociability"
423,FALSE,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,14.811594,9/24/2002,The Pianist,8.1,1927,Wladyslaw Szpilman,Adrien Brody,3556,"Drama, War","biography, child murderer, classical music, deportation, ghetto riot, hiding place, homeland, hunger, individual, jew persecution, liberation, loss of family, nazis, panzer, pianist, polish resistance, prisoners of war, radio station, resistance, war crimes, warsaw ghetto, world war ii","Drama, War, biography, child murderer, classical music, deportation, ghetto riot, hiding place, homeland, hunger, individual, jew persecution, liberation, loss of family, nazis, panzer, pianist, polish resistance, prisoners of war, radio station, resistance, war crimes, warsaw ghetto, world war ii"
424,FALSE,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,41.725123,11/29/1993,Schindler's List,8.3,4436,Oskar Schindler,Liam Neeson,488,"Drama, History, War","biography, concentration camp, defense industry, factory, hero, holocaust, nazis, the holocaust, world war ii","Drama, History, War, biography, concentration camp, defense industry, factory, hero, holocaust, nazis, the holocaust, world war ii"
425,FALSE,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters â€“ Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth â€“ find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",17.328902,3/10/2002,Ice Age,7.1,3954,Manny,Ray Romano,5713,"Adventure, Animation, Comedy, Family","cavemen, dying and death, human evolution, ice, loss of child, mammoth, parent child relationship, prehistoric, prehistoric adventure, prehistoric creature, prehistoric man, prehistoric times, saber-toothed tiger, sloth, squirrel, stone age","Adventure, Animation, Comedy, Family, cavemen, dying and death, human evolution, ice, loss of child, mammoth, parent child relationship, prehistoric, prehistoric adventure, prehistoric creature, prehistoric man, prehistoric times, saber-toothed tiger, sloth, squirrel, stone age"
426,FALSE,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",18.20822,5/9/1958,Vertigo,8,1162,Det. John 'Scottie' Ferguson,James Stewart,2636,"Mystery, Romance, Thriller","bachelor, film noir, grave, love of one's life, museum, necklace, obsession, painting, plan, san francisco, sense of guilt, vertigo","Mystery, Romance, Thriller, bachelor, film noir, grave, love of one's life, museum, necklace, obsession, painting, plan, san francisco, sense of guilt, vertigo"
427,FALSE,With many idea rich comic situations French director Jacques Tati uses his poetic ways and knowledge of the discrepancy between heart and technique to tell a gentle business satiric tale that won him the Oscar for best foreign film in 1959.,11.06066,5/10/1958,Mon oncle,7.3,98,Monsieur Hulot,Jacques Tati,5763,Comedy,"brother-in-law, car crash, city portrait, dog, factory, factory worker, father son relationship, housekeeper, modernity, new building, parent child relationship, paris, suburb","Comedy, brother-in-law, car crash, city portrait, dog, factory, factory worker, father son relationship, housekeeper, modernity, new building, parent child relationship, paris, suburb"
